Timestamp,Email Address,1. Age (in January 2025) ,2. Gender,3. Citizenship Status,4. What is your household's monthly income range?  ,5. Number of SPM subjects,6. Grades for each core SPM subjects  [Bahasa Melayu],6. Grades for each core SPM subjects  [Bahasa Inggeris],6. Grades for each core SPM subjects  [Sejarah],6. Grades for each core SPM subjects  [Matematik],"7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Islam]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Moral]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Matematik Tambahan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Fizik]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Kimia]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Biologi]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Prinsip Perakaunan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Ekonomi]",8. PAJSK Score (range: 0.00 – 10.00),"9. Top 5 Co-curricular Highest Achievements

Example:
- Gold Medalist in the International Mathematics Olympiad (IMO) 2023
- President of the Science & Innovation Club, Organized National STEM Fair 2022
- Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
(Please continue in this format until you have listed 5 achievements.)","10. What is your CGPA for your pre-university program?
(e.g., Diploma, Foundation, Matrikulasi, or STPM)

Example: 
3.96","11. What is your CGPA for your first semester in degree study? 

Example: 
3.96  ",12. What is your current field of study?,"13. Are you currently receiving a merit-based scholarship (not a loan or PTPTN)?
(e.g., JPA, university excellence scholarship, state foundation scholarships, etc)"
5/5/2025 16:14,,23,Male,Malaysian,"RM10,971 – RM15,040",10,B,C+,C+,A+,C+,None,None,A,D,B+,G,B,5.05," - Member of Anti-Drug Club
- volunteer for After-school Tutoring Program
- Participant in Mental Health Awareness Program
- Participant in Mind Mapping Competition",2.7,2.91,Actuarial Science / Statistics,No
5/5/2025 16:16,,20,Male,Malaysian,"Above RM15,040",10,A+,D,B,A,C,None,None,B+,A,A-,B,B,6.76," - Participant in Mental Health Awareness Program
- school Carnival Booth Helper
- Participant in Mind Mapping Competition
- Member of Nature Club
- Participant in Local Drawing Contest",2.57,2.65,Engineering,No
5/5/2025 16:17,,21,Male,Malaysian,"RM10,971 – RM15,040",10,A-,B+,A-,D,None,C,C,None,C+,A+,C,A,6.59," - Participant in Motivational Camp
- Participant in Mini Recycling Competition
- Participant in Group Singing Competition
- volunteer for Environmental Campaign
- Member of Nature Club",3.28,3.25,"Business, Management & Finance",No
5/5/2025 16:18,,20,Male,Malaysian,"RM7,101 – RM10,970",11,A-,C,C,A,None,A+,A,B,B,A-,C,B+,6.34," - Participant in Local Drawing Contest
- Participant in Basic First Aid Workshop
- Participant in Poster Drawing Competition
- Member of Public Speaking Practice Group
- Member of Traditional Games Club",3.27,2.94,Others,No
5/5/2025 16:20,,21,Female,Malaysian,"Above RM15,040",11,B+,B,A-,B+,C+,None,B+,B,B+,C+,D,C+,6.69," - volunteer for Environmental Campaign
- Member of Chess Club
- Participant in Career Talk Program
- Assistant Librarian
- volunteer for Charity Bazaar",3.39,2.78,Actuarial Science / Statistics,No
5/5/2025 16:21,,21,Female,Malaysian,"Above RM15,040",8,A-,C,B,C,A,None,B+,None,D,A,None,None,6.49," - Helper at school Book Fair
- Participant in Poster Drawing Competition
- Participant in Storytelling Session
- volunteer in Plant-a-Tree Program",3.33,2.78,Economics / Public Policy,No
5/5/2025 16:22,,23,Male,Malaysian,"RM10,971 – RM15,040",10,A+,A+,B+,C,B+,None,A,C+,A,C+,None,A-,5.94," - volunteer for After-school Tutoring Program
- Member of Chess Club
- volunteer for Food Donation Drive
- Participant in Basic First Aid Workshop
- Member of Public Speaking Practice Group",2.72,2.59,Law / Legal Studies,No
5/5/2025 16:24,,21,Female,Malaysian,"Above RM15,040",9,A,B,B+,B,A-,None,C+,None,None,E,D,B+,5.32," - school Uniform Day Participant
- Participant in Career Talk Program
- volunteer for Lost-and-Found Counter",2.59,2.74,Law / Legal Studies,No
5/5/2025 16:25,,23,Female,Malaysian,"RM10,971 – RM15,040",11,D,A-,A+,A-,C,None,C,B+,A-,A+,A-,A+,5.16," - school Uniform Day Participant
- Participant in Career Talk Program
- volunteer for Lost-and-Found Counter",2.71,2.61,Science & Mathematics,No
5/5/2025 16:26,,23,Male,Malaysian,"RM4,851 – RM7,100",11,A-,A,A-,A-,None,B+,D,A,A,A-,G,A-,5.55," - Assistant Librarian
- Participant in Cyber Safety Workshop
- volunteer for Food Donation Drive
- volunteer in Plant-a-Tree Program
- Member of Traditional Games Club",2.96,3.3,Actuarial Science / Statistics,No
5/5/2025 16:28,,21,Female,Malaysian,"RM10,971 – RM15,040",10,A-,C+,C,A-,A-,None,B,A,B,D,None,C,7.32," - Participant in Language Week Activities
- volunteer in Plant-a-Tree Program
- Assistant Stage Crew Member
- Member of Road Patrol Team
- Participant in Crossword Puzzle Challenge",2.57,3.11,"Business, Management & Finance",No
5/5/2025 16:30,,23,Male,Malaysian,"Above RM15,040",9,A+,B,A-,D,None,A+,A+,B+,None,B+,A+,None,5.04," - Member of Chess Club
- Member of Road Patrol Team
- Participant in Career Talk Program
- Participant in Language Week Activities
- school Carnival Booth Helper",2.96,2.79,Economics / Public Policy,No
5/5/2025 16:41,,20,Male,Malaysian,"Above RM15,040",9,D,D,B,C,A,None,G,None,B,A-,B+,None,5.13," - Member of Chess Club
- Member of Road Patrol Team
- Participant in Career Talk Program
- Participant in Language Week Activities
- school Carnival Booth Helper",3.12,2.6,Engineering,No
5/5/2025 16:42,,22,Female,Malaysian,"Above RM15,040",11,A-,B,C+,A+,None,A-,A-,C+,B,A,D,E,7," - Member of Literacy Awareness Campaign
- Member of Drama Society
- Participant in Simple Science Experiments Project
- Member of school Photography Club
- Participant in Aerobic Session",2.69,3.37,Others,No
5/5/2025 16:43,,21,Female,Malaysian,"RM4,851 – RM7,100",11,B+,A+,B,C,None,A,A-,D,A-,C,D,C,5.67," - Attendee of leadership Camp
- Member of Public Speaking Practice Group
- Assistant Librarian
- Participant in Short Story Writing Contest
- Participant in Mind Mapping Competition",3.24,3.23,Science & Mathematics,No
5/5/2025 16:45,,23,Female,Malaysian,"RM10,971 – RM15,040",11,A,C,D,B+,A,None,A,B+,A+,A+,A,C+,7.18," - Member of Drama Society
- Participant in Cyber Safety Workshop
- Member of Gardening Club
- school Carnival Booth Helper",3.3,3.18,Economics / Public Policy,No
5/5/2025 16:46,,21,Male,Malaysian,"RM10,971 – RM15,040",11,A,A+,B+,D,None,A+,B+,C,C+,E,G,E,5.21," - Attendee of leadership Camp
- Participant in Basic First Aid Workshop
- Participant in Mental Health Awareness Program
- volunteer at school Library
- Participant in Mind Mapping Competition",3.26,2.84,Economics / Public Policy,No
5/5/2025 16:47,,21,Male,Malaysian,"RM7,101 – RM10,970",11,C+,B,A-,C,A-,None,C+,A-,C,A,A,A+,7.36," - Member of Music Appreciation Group
- Attendee of leadership Camp
- volunteer for Charity Bazaar
- Participant in Mental Health Awareness Program
- Member of Drama Society",2.72,3.07,"Business, Management & Finance",No
5/5/2025 16:48,,22,Female,Malaysian,"RM10,971 – RM15,040",11,C,C+,C,B,C,None,B+,B+,C+,C+,B+,B,5.13," - Member of Music Appreciation Group
- Attendee of leadership Camp
- volunteer for Charity Bazaar
- Participant in Mental Health Awareness Program
- Member of Drama Society",2.9l,3.1,"Business, Management & Finance",No
5/5/2025 16:50,,20,Female,Malaysian,"RM7,101 – RM10,970",9,B+,B,A+,D,B,None,A,None,A+,A+,B,None,6.22," - Member of Public Speaking Practice Group
- Helper at school Book Fair
- Participant in Mini Recycling Competition
- Participant in Aerobic Session",3.36,2.84,"Business, Management & Finance",No
5/5/2025 16:51,,20,Male,Malaysian,"Below RM4,850",11,A+,A+,B+,D,D,None,D,B+,A,C,A-,A,5.89," - volunteer for Clean Water Awareness Campaign
- Participant in Simple Science Experiments Project
- Member of Music Appreciation Group
- Participant in Language Week Activities
- Member of Nature Club",2.89,3.37,Science & Mathematics,No
5/5/2025 16:53,,21,Female,Malaysian,"RM7,101 – RM10,970",10,A,B,B,D,A+,None,B+,D,None,A+,B,C,6.25," - Member of Cooking Club
- Member of Drama Society
- Assistant Librarian
- volunteer for Food Donation Drive
- Member of Computer Literacy Program",3.14,2.82,Law / Legal Studies,No
5/5/2025 16:54,,22,Female,Malaysian,"Below RM4,850",10,A-,B+,C+,A-,None,A+,A+,A,D,A-,None,B,5.19," - Participant in Short Story Writing Contest
- Participant in Mini Recycling Competition
- Participant in Local Fun Run
- Participant in Simple Science Experiments Project
- Participant in Cyber Safety Workshop",3,2.74,"Business, Management & Finance",No
5/5/2025 17:00,,22,Female,Malaysian,"Below RM4,850",11,A+,A+,D,B,C+,None,A-,B+,A,D,D,C+,6.81," - Member of Nature Club
- Member of Drama Society
- volunteer for school Decoration Committee
- Member of Anti-Drug Club",3.18,3.04,"Business, Management & Finance",No
5/5/2025 17:02,,22,Male,Malaysian,"RM10,971 – RM15,040",10,C,A+,B,C,A-,None,None,B,B,B,C,B,6.31," - volunteer for Lost-and-Found Counter
- Helper at school Book Fair
- Participant in Motivational Camp
- Participant in Storytelling Session
- Participant in Simple Science Experiments Project",2.97,3.06,"Business, Management & Finance",No
5/5/2025 17:03,,20,Female,Malaysian,"RM4,851 – RM7,100",9,C,D,A,A,B,None,E,None,A-,G,None,B,5.7," - Participant in Short Story Writing Contest
- Participant in Career Talk Program
- volunteer for school Decoration Committee
- volunteer at school Library
- Participant in Local Fun Run",2.89,2.83,Law / Legal Studies,No
5/5/2025 17:05,,21,Male,Malaysian,"Above RM15,040",11,A,A+,B,A-,B,None,D,C+,C+,B,C+,B+,5.23," - Member of Anti-Drug Club
- Member of Traditional Games Club
- Participant in Crossword Puzzle Challenge
- volunteer in Plant-a-Tree Program
- Member of Nature Club",3.29,2.82,Engineering,No
5/5/2025 17:06,,21,Female,Malaysian,"Above RM15,040",8,C,D,B+,C+,D,None,A+,None,D,C+,None,None,5.64," - volunteer for After-school Tutoring Program
- Participant in Poster Drawing Competition
- Participant in Motivational Camp
- Participant in Mental Health Awareness Program
- Participant in Crossword Puzzle Challenge",3.32,2.51,Actuarial Science / Statistics,No
5/5/2025 17:08,,23,Male,Malaysian,"RM4,851 – RM7,100",11,C,C,A-,B,D,None,C+,A+,A+,D,C,C,6.18," - Member of Public Speaking Practice Group
- Participant in Basic First Aid Workshop
- Participant in Motivational Camp
- Participant in Mental Health Awareness Program
- Participant in Mental Health Awareness Program",2.6,2.83,Economics / Public Policy,No
5/5/2025 17:09,,21,Male,Malaysian,"RM7,101 – RM10,970",10,B+,A-,A-,D,None,C+,B+,B,A+,C+,None,D,6.15," - Participant in Language Week Activities
- Participant in Cyber Safety Workshop
- volunteer in Plant-a-Tree Program
- Member of school Photography Club
- volunteer for Lost-and-Found Counter",2.81,2.68,Law / Legal Studies,No
5/5/2025 17:10,,23,Male,Malaysian,"RM4,851 – RM7,100",9,B,A,A+,A+,None,A-,None,A,A+,A,E,None,7.28," - volunteer at school Library
- Member of Gardening Club
- Participant in Poster Drawing Competition
- volunteer for Clean Water Awareness Campaign",3.17,2.95,Economics / Public Policy,No
5/5/2025 17:12,,21,Male,Malaysian,"RM4,851 – RM7,100",9,A-,C,A-,D,None,B,None,A+,B+,B,None,B+,7.11," - Participant in Storytelling Session
- Participant in Cyber Safety Workshop
- volunteer for Water Station in Marathon
- Participant in Local Fun Run
- Participant in Career Talk Program",3.33,2.66,Accounting,No
5/5/2025 19:19,,23,Male,Malaysian,"RM10,971 – RM15,040",8,A+,B+,A-,D,C,None,None,A-,None,C,E,None,6.7," - Member of Cooking Club
- Participant in Local Drawing Contest
- volunteer for Old Folks Home Visit
- Member of Gardening Club
- Participant in Mini Recycling Competition",3.35,3.14,"Business, Management & Finance",No
5/5/2025 19:21,,23,Male,Malaysian,"RM7,101 – RM10,970",10,C,C,A,D,None,C,A+,None,D,A-,B,C,5.28," - Member of Drama Society
- volunteer for Food Donation Drive
- Participant in Crossword Puzzle Challenge",2.6,2.78,Science & Mathematics,No
5/5/2025 19:22,,20,Female,Malaysian,"RM4,851 – RM7,100",9,B,A-,D,C,None,A,C+,None,None,D,B+,A+,5.38," - Member of Music Appreciation Group
- Member of Board Games Club
- Member of Science Explorers Club
- Participant in Mini Recycling Competition",2.77,2.77,Others,No
5/5/2025 19:23,,20,Male,Malaysian,"Below RM4,850",9,B+,D,D,B,None,D,E,B+,None,C+,C,None,6," - Member of Board Games Club
- volunteer for After-school Tutoring Program
- Participant in Basic First Aid Workshop
- volunteer for school Decoration Committee",3.3,3.08,Actuarial Science / Statistics,No
5/5/2025 19:25,,22,Female,Malaysian,"RM7,101 – RM10,970",11,C,C,A-,A,None,C,D,C+,C,A+,C,A+,6.95," - Participant in Basic First Aid Workshop
- Participant in Poster Drawing Competition
- Participant in Local Fun Run",3.34,3.35,Others,No
5/5/2025 19:46,,21,Female,Malaysian,"Above RM15,040",11,A+,C+,C,D,None,C,A+,A,D,A,C,C,6.5," - volunteer for Food Donation Drive
- Participant in Mini Recycling Competition
- volunteer for Charity Bazaar
- volunteer at school Library
- Member of Science Explorers Club",3.17,2.53,"Business, Management & Finance",No
5/5/2025 19:49,,20,Male,Malaysian,"Above RM15,040",11,D,A,D,C+,A-,None,D,A+,B+,A+,A+,A+,6.99," - Participant in Mental Health Awareness Program
- Participant in Language Week Activities
- Member of Drama Society
- Member of Cooking Club",2.66,3.04,Economics / Public Policy,No
5/5/2025 19:50,,22,Female,Malaysian,"RM10,971 – RM15,040",11,C+,D,A-,A-,B+,None,A+,B,A+,C+,B+,C+,5.8," - volunteer for Food Donation Drive
- Member of Gardening Club
- volunteer for Environmental Campaign
- Participant in Group Singing Competition
- Participant in Motivational Camp",2.64,2.78,Actuarial Science / Statistics,No
5/5/2025 19:52,,22,Female,Malaysian,"Above RM15,040",11,B+,A+,C+,C+,D,None,A+,C+,B,A+,C,A,6.12," - Participant in Crossword Puzzle Challenge
- volunteer for Charity Bazaar
- Participant in Short Story Writing Contest
- volunteer for Food Donation Drive",3.01,2.91,Economics / Public Policy,No
5/5/2025 19:53,,20,Female,Malaysian,"Above RM15,040",9,B,A+,B+,A,C,None,B,None,C,C+,None,B+,5.05," - school Uniform Day Participant
- Member of Computer Literacy Program
- Member of Nature Club
- Assistant Stage Crew Member
- Participant in Poster Drawing Competition",2.85,2.85,Actuarial Science / Statistics,No
5/5/2025 19:55,,23,Female,Malaysian,"RM10,971 – RM15,040",10,A-,A+,A-,A,None,A+,C,A+,D,A-,C,None,5.86," - volunteer for Food Donation Drive
- volunteer for Water Station in Marathon
- Participant in Storytelling Session
- Participant in Mental Health Awareness Program
- Assistant Librarian",3.11,3.09,Economics / Public Policy,No
5/5/2025 22:24,,21,Female,Malaysian,"RM4,851 – RM7,100",9,A,A,A+,A-,C+,None,None,A-,B+,A+,G,None,5.85," - volunteer for Old Folks Home Visit
- Member of Cooking Club
- Member of Science Explorers Club
- Participant in Mind Mapping Competition
- Assistant Stage Crew Member",2.98,3.25,Science & Mathematics,No
5/5/2025 22:26,,20,Male,Malaysian,"RM4,851 – RM7,100",10,C+,A,A,C,None,B,A+,None,A,A,B+,G,5.78," - volunteer at school Library
- Member of Road Patrol Team
- Participant in Crossword Puzzle Challenge
- Member of Science Explorers Club
- volunteer for Lost-and-Found Counter",3.39,3.24,Science & Mathematics,No
5/5/2025 22:28,,22,Male,Malaysian,"RM10,971 – RM15,040",9,A+,C+,A,C,None,B+,C+,A,A+,B+,None,None,5.59," - Participant in Group Singing Competition
- Participant in Mini Recycling Competition
- volunteer for Water Station in Marathon
- school Carnival Booth Helper
- Participant in Crossword Puzzle Challenge",3.26,3.05,"Business, Management & Finance",No
5/5/2025 22:30,,21,Male,Malaysian,"Above RM15,040",10,D,B,A-,B+,None,C+,B,C+,A-,A-,None,B+,7.36," - volunteer for Food Donation Drive
- Member of Cooking Club
- Participant in Local Drawing Contest
- Participant in Mind Mapping Competition
- Participant in Mental Health Awareness Program",3.14,2.98,Science & Mathematics,No
5/5/2025 22:31,,22,Male,Malaysian,"Above RM15,040",9,A-,A,A+,A,C+,None,A,A,None,B+,None,A-,5.26," - Participant in Mental Health Awareness Program
- volunteer in Plant-a-Tree Program
- volunteer for Old Folks Home Visit
- Member of Drama Society
- Participant in Short Story Writing Contest",3.33,2.93,Science & Mathematics,No
5/5/2025 22:32,,22,Female,Malaysian,"Above RM15,040",11,C,D,A-,C+,None,A-,C,D,C,A+,B,A+,7.36," - Participant in Mental Health Awareness Program
- volunteer for school Decoration Committee
- volunteer for After-school Tutoring Program",2.86,2.63,Accounting,No
5/5/2025 22:34,,20,Male,Malaysian,"Above RM15,040",10,A,A-,B,A+,B,None,B,B,A-,A+,B+,None,6.32," - Member of Board Games Club
- Assistant Librarian
- volunteer for After-school Tutoring Program
- Participant in Mind Mapping Competition
- Assistant Stage Crew Member",2.58,3.18,Accounting,No
5/5/2025 22:35,,23,Female,Malaysian,"RM4,851 – RM7,100",11,C+,D,C,B+,D,None,D,C+,A+,A+,A,B,6.82," - volunteer for Food Donation Drive
- Participant in Poster Drawing Competition
- Member of Public Speaking Practice Group",3.23,2.92,"Business, Management & Finance",No
5/5/2025 22:39,,22,Female,Malaysian,"RM4,851 – RM7,100",8,A+,A,D,C,A+,None,B,None,None,A-,A-,None,5.17," - Participant in Basic First Aid Workshop
- Member of Drama Society
- Participant in Local Drawing Contest
- Participant in Motivational Camp
- Assistant Librarian",2.94,2.75,Law / Legal Studies,No
5/5/2025 22:40,,23,Male,Malaysian,"Above RM15,040",9,B+,C+,A-,B+,None,C+,None,A+,C,A,None,A,5.52," - Participant in Motivational Camp
- Participant in Local Fun Run
- Participant in Aerobic Session
- volunteer for Charity Bazaar
- Attendee of leadership Camp",2.56,3.09,Accounting,No
5/5/2025 22:43,,21,Female,Malaysian,"RM7,101 – RM10,970",10,B+,B+,C+,C+,None,A-,B,B+,None,A,B+,B+,5.86," - Participant in Aerobic Session
- Participant in Mental Health Awareness Program
- Participant in Group Singing Competition",3.38,2.79,Law / Legal Studies,No
5/5/2025 22:44,,20,Male,Malaysian,"Below RM4,850",11,A-,C,A-,B,B+,None,D,D,C+,C,A+,A,6.07," - Participant in Group Singing Competition
- Attendee of leadership Camp
- school Uniform Day Participant
- volunteer for Lost-and-Found Counter
- Assistant Stage Crew Member",2.68,3.26,Actuarial Science / Statistics,No
5/5/2025 22:45,,20,Male,Malaysian,"Below RM4,850",10,B+,B,D,A+,None,C+,E,B+,None,C+,A-,B,5.49," - volunteer for school Decoration Committee
- Participant in Crossword Puzzle Challenge
- Assistant Librarian
- Member of Chess Club",2.97,2.63,Others,No
5/5/2025 22:47,,23,Female,Malaysian,"RM7,101 – RM10,970",11,D,D,C+,A+,None,D,D,D,C+,B,C+,B,7.15," - school Uniform Day Participant
- volunteer in Plant-a-Tree Program
- Member of Public Speaking Practice Group
- Participant in Crossword Puzzle Challenge
- Member of Drama Society",2.96,3.05,Science & Mathematics,No
5/5/2025 22:49,,21,Female,Malaysian,"RM4,851 – RM7,100",10,A,C+,B+,B,None,B+,A-,B+,D,C,None,D,6.67," - Participant in Mind Mapping Competition
- Participant in Storytelling Session
- Member of Chess Club
- Participant in Mental Health Awareness Program
- Member of Nature Club",3.02,3.39,Science & Mathematics,No
5/5/2025 22:51,,20,Female,Malaysian,"RM4,851 – RM7,100",9,B,C,A+,B+,None,C,B,A,None,C,A-,None,6.13," - Participant in Local Fun Run
- volunteer for Clean Water Awareness Campaign
- Participant in Poster Drawing Competition
- Attendee of leadership Camp
- Participant in Group Singing Competition",2.94,3.08,Law / Legal Studies,No
5/5/2025 22:52,,22,Male,Malaysian,"Below RM4,850",10,A,A-,B,A,B+,None,D,C,None,B+,B+,B+,5.5," - Member of Public Speaking Practice Group
- Participant in Mini Recycling Competition
- volunteer for Food Donation Drive
- Member of Music Appreciation Group
- Participant in Crossword Puzzle Challenge",3.03,3.04,"Business, Management & Finance",No
5/5/2025 22:53,,20,Male,Malaysian,"RM7,101 – RM10,970",11,D,A,B+,B+,A,None,E,C,C,A,B+,B+,5.77," - Participant in Mental Health Awareness Program
- Participant in Language Week Activities
- Participant in Career Talk Program
- Member of Chess Club
- Participant in Aerobic Session",3.32,3.07,Law / Legal Studies,No
5/5/2025 22:55,,22,Male,Malaysian,"RM7,101 – RM10,970",9,A,A+,A-,A-,A,None,None,C+,B+,B+,None,C+,6.83," - Participant in Career Talk Program
- Member of Anti-Drug Club
- Assistant Librarian
- Assistant Stage Crew Member
- volunteer for Charity Bazaar",3.2,2.97,Science & Mathematics,No
5/5/2025 22:57,,21,Male,Malaysian,"RM7,101 – RM10,970",11,C,C+,A+,D,None,C+,C+,A+,A+,C+,D,A+,7.02," - Helper at school Book Fair
- volunteer in Plant-a-Tree Program
- Participant in Aerobic Session
- Participant in Short Story Writing Contest
- Attendee of leadership Camp",2.97,3.01,Science & Mathematics,No
5/5/2025 22:59,,21,Male,Malaysian,"RM4,851 – RM7,100",9,C+,A+,A+,A,None,D,None,None,A,C+,D,C,6.47," - Member of school Photography Club
- Member of Drama Society
- Participant in Cyber Safety Workshop
- school Uniform Day Participant
- Participant in Local Fun Run",2.52,2.56,Engineering,No
5/5/2025 23:00,,23,Male,Malaysian,"Below RM4,850",10,B,D,B+,B,None,A,D,C+,None,C,A,A,5.73," - Participant in Short Story Writing Contest
- school Carnival Booth Helper
- Member of Science Explorers Club
- Participant in Mind Mapping Competition
- Assistant Stage Crew Member",2.85,3.35,"Business, Management & Finance",No
5/5/2025 23:11,,23,Female,Malaysian,"RM4,851 – RM7,100",10,A-,A+,C,C,None,A-,B+,None,C,D,C,B+,7.46," - Member of Anti-Drug Club
- Member of Cooking Club
- volunteer for Environmental Campaign
- school Uniform Day Participant
- Member of Music Appreciation Group",3.15,2.76,Economics / Public Policy,No
5/5/2025 23:13,,22,Male,Malaysian,"Above RM15,040",9,D,B+,A,C,B,None,D,None,None,B+,A,A,7.42," - Member of Board Games Club
- Member of Science Explorers Club
- volunteer for Old Folks Home Visit
- volunteer for Water Station in Marathon
- Member of Anti-Drug Club",3.29,2.74,Actuarial Science / Statistics,No
5/5/2025 23:17,,23,Male,Malaysian,"RM4,851 – RM7,100",9,A+,B,A+,B,None,B+,A-,None,A-,A+,A-,None,5.36," - Participant in Mental Health Awareness Program
- Member of Computer Literacy Program
- volunteer for Lost-and-Found Counter
- Participant in Short Story Writing Contest
- school Carnival Booth Helper",2.81,3.29,"Business, Management & Finance",No
5/5/2025 23:18,,23,Male,Malaysian,"RM7,101 – RM10,970",9,C,C,B,B+,A,None,A+,None,C,A-,C,None,5.18," - volunteer for After-school Tutoring Program
- Helper at school Book Fair
- Participant in Storytelling Session",2.88,3.05,Law / Legal Studies,No
5/5/2025 23:20,,21,Male,Malaysian,"Above RM15,040",9,D,D,A-,B,None,C,A,A-,None,A-,A+,None,6.06," - Participant in Storytelling Session
- volunteer for After-school Tutoring Program
- Participant in Mental Health Awareness Program",2.6,3.07,Law / Legal Studies,No
5/5/2025 23:21,,20,Female,Malaysian,"Below RM4,850",8,B+,C,A-,A,None,A-,B+,None,D,C+,None,None,6.63," - Member of Literacy Awareness Campaign
- Member of Drama Society
- Participant in Motivational Camp
- Member of Cooking Club
- Assistant Librarian",3.33,3.31,Accounting,No
5/5/2025 23:28,,23,Male,Malaysian,"RM10,971 – RM15,040",9,A-,B+,A,B,B,None,A+,A-,None,C,None,B,6.96," - volunteer in Plant-a-Tree Program
- volunteer for After-school Tutoring Program
- Participant in Career Talk Program
- school Uniform Day Participant",2.55,3.21,"Business, Management & Finance",No
5/5/2025 23:30,,22,Male,Malaysian,"RM10,971 – RM15,040",9,A,B+,C+,A,A,None,B+,C+,B,B+,None,None,6.7," - Member of Board Games Club
- Member of Gardening Club
- volunteer for Lost-and-Found Counter
- volunteer for After-school Tutoring Program",2.71,3.16,Engineering,No
5/5/2025 23:31,,21,Male,Malaysian,"RM7,101 – RM10,970",9,D,B,C,A-,None,B+,A-,C+,D,A-,None,None,5.45," - Member of school Photography Club
- Participant in Motivational Camp
- Participant in Cyber Safety Workshop
- Member of Gardening Club",2.52,2.65,Actuarial Science / Statistics,No
5/5/2025 23:32,,20,Female,Malaysian,"RM4,851 – RM7,100",9,B,B+,C+,A-,C+,None,None,B,None,C,A+,D,6.42," - volunteer for Charity Bazaar
- Participant in Mind Mapping Competition
- Participant in Motivational Camp
- volunteer for school Decoration Committee
- Participant in Mini Recycling Competition",3.28,3.32,"Business, Management & Finance",No
5/5/2025 23:34,,21,Female,Malaysian,"RM7,101 – RM10,970",11,A,C,A-,D,A+,None,C,C,B,B,A+,B+,6.69," - Participant in Local Drawing Contest
- Attendee of leadership Camp
- Member of Science Explorers Club
- Member of Music Appreciation Group
- volunteer for Food Donation Drive",2.6,3.11,Actuarial Science / Statistics,No
5/5/2025 23:35,,21,Female,Malaysian,"RM4,851 – RM7,100",10,D,A,A,A-,A+,None,A,C+,A-,A,None,A-,6.83," - Member of Cooking Club
- volunteer for Lost-and-Found Counter
- Participant in Cyber Safety Workshop
- Assistant Stage Crew Member
- Participant in Mind Mapping Competition",3.04,3.18,Science & Mathematics,No
5/5/2025 23:37,,20,Male,Malaysian,"Above RM15,040",11,D,C,D,B,A+,None,A+,C,C+,A-,B,C+,7.23," - school Carnival Booth Helper
- Member of Gardening Club
- volunteer for Food Donation Drive
- volunteer for Old Folks Home Visit
- Assistant Stage Crew Member",3.13,3.22,Economics / Public Policy,No
5/5/2025 23:38,,22,Male,Malaysian,"Below RM4,850",10,A-,B+,B+,C,None,A,B,C,B,A+,None,D,7.13," - Member of Chess Club
- volunteer for Environmental Campaign
- Attendee of leadership Camp
- Member of Traditional Games Club
- Member of Computer Literacy Program",2.83,3.06,Others,No
5/5/2025 23:39,,22,Female,Malaysian,"RM7,101 – RM10,970",10,C+,B,B,C+,None,B+,D,A-,C,A-,A+,None,6.91," - Participant in Crossword Puzzle Challenge
- Member of Music Appreciation Group
- Participant in Local Fun Run",3.18,3.29,Economics / Public Policy,No
5/5/2025 23:41,,21,Male,Malaysian,"Above RM15,040",11,A+,C+,C,B,A+,None,B+,C,B,C+,E,A+,6.12," - Participant in Motivational Camp
- Member of Science Explorers Club
- Participant in Cyber Safety Workshop
- Participant in Language Week Activities
- Member of Computer Literacy Program",2.6,3.32,Economics / Public Policy,No
5/5/2025 23:42,,22,Female,Malaysian,"Below RM4,850",11,B,A-,A,A-,B,None,D,B+,D,B,A+,G,6.56," - Participant in Local Drawing Contest
- volunteer for school Decoration Committee
- Participant in Local Fun Run
- volunteer for Charity Bazaar
- volunteer at school Library",2.55,2.86,Others,No
5/5/2025 23:43,,21,Male,Malaysian,"Above RM15,040",8,C,B,A-,C+,C+,None,A-,None,A,A+,None,None,5.59," - school Uniform Day Participant
- Helper at school Book Fair
- Participant in Local Drawing Contest
- Participant in Storytelling Session
- Participant in Basic First Aid Workshop",2.92,2.61,Economics / Public Policy,No
5/5/2025 23:45,,23,Female,Malaysian,"RM7,101 – RM10,970",10,A-,A,A+,C,B+,None,B+,D,A-,B+,C+,None,6.21," - school Uniform Day Participant
- Helper at school Book Fair
- Participant in Local Drawing Contest
- Participant in Storytelling Session
- Participant in Basic First Aid Workshop",3.35,3.02,Accounting,No
5/5/2025 23:46,,23,Male,Malaysian,"RM7,101 – RM10,970",10,C+,A-,C,B,A+,None,D,None,D,A,B,C,5.86," - Member of Traditional Games Club
- Member of Gardening Club
- Participant in Short Story Writing Contest",2.83,3.05,Accounting,No
