Timestamp,Username,1. Age (in January 2025) ,2. Gender,3. Citizenship Status,4. What is your household's monthly income range?  ,5. Number of SPM subjects,6. Grades for each core SPM subjects  [Bahasa Melayu],6. Grades for each core SPM subjects  [Bahasa Inggeris],6. Grades for each core SPM subjects  [Sejarah],6. Grades for each core SPM subjects  [Matematik],"7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Islam]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Moral]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Matematik Tambahan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Fizik]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Kimia]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Biologi]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Prinsip Perakaunan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Ekonomi]",8. PAJSK Score (range: 0.00 – 10.00),"9. Top 5 Co-curricular Highest Achievements

Example:
- Gold Medalist in the International Mathematics Olympiad (IMO) 2023
- President of the Science & Innovation Club, Organized National STEM Fair 2022
- Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
(Please continue in this format until you have listed 5 achievements.)","10. What is your CGPA for your pre-university program?
(e.g., Diploma, Foundation, Matrikulasi, or STPM)

Example: 
3.96","11. What is your CGPA for your first semester in degree study? 

Example: 
3.96  ",12. What is your current field of study?,"13. Are you currently receiving a merit-based scholarship (not a loan or PTPTN)?
(e.g., JPA, university excellence scholarship, state foundation scholarships, etc)"
2025/05/05 11:41:03 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",11,A+,C+,C,B,A+,None,B+,C,B,C+,E,A+,6.12,"; Participant in Motivational Camp
; Member of Science Explorers Club
; Participant in Cyber Safety Workshop
; Participant in Language Week Activities
; Member of Computer Literacy Program",2.6,3.32,Economics / Public Policy,No
2025/05/05 11:42:32 PM GMT+8,,22,Female,Malaysian,"Below RM4,850",11,B,A-,A,A-,B,None,D,B+,D,B,A+,G,6.56,"; Participant in Local Drawing Contest
; volunteer for school Decoration Committee
; Participant in Local Fun Run
; volunteer for Charity Bazaar
; volunteer at school Library",2.55,2.86,Others,No
2025/05/05 11:43:49 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",8,C,B,A-,C+,C+,None,A-,None,A,A+,None,None,5.59,"; school Uniform Day Participant
; Helper at school Book Fair
; Participant in Local Drawing Contest
; Participant in Storytelling Session
; Participant in Basic First Aid Workshop",2.92,2.61,Economics / Public Policy,No
2025/05/05 11:45:05 PM GMT+8,,23,Female,Malaysian,"RM7,101 - RM10,970",10,A-,A,A+,C,B+,None,B+,D,A-,B+,C+,None,6.21,"; school Uniform Day Participant
; Helper at school Book Fair
; Participant in Local Drawing Contest
; Participant in Storytelling Session
; Participant in Basic First Aid Workshop",3.35,3.02,Accounting,No
2025/05/05 11:46:27 PM GMT+8,,23,Male,Malaysian,"RM7,101 - RM10,970",10,C+,A-,C,B,A+,None,D,None,D,A,B,C,5.86,"; Member of Traditional Games Club
; Member of Gardening Club
; Participant in Short Story Writing Contest",2.83,3.05,Accounting,No
2025/05/05 11:47:52 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",9,C+,C,C,A-,B+,None,None,None,A+,A+,A-,C,6.27,"; Participant in Language Week Activities
; Helper at school Book Fair
; Member of Board Games Club
; Member of Science Explorers Club
; Participant in Mental Health Awareness Program",2.7,2.67,Others,No
2025/05/05 11:49:18 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",10,D,A+,A-,C+,B,None,D,C,C+,A,None,C,6.16,"; Member of Literacy Awareness Campaign
; volunteer for Old Folks Home Visit
; Participant in Storytelling Session
; Member of Music Appreciation Group",3.32,2.79,Actuarial Science / Statistics,No
2025/05/05 11:50:37 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",11,B+,B+,C+,D,B,None,D,C+,A,C+,D,A,5.01,"; volunteer for Food Donation Drive
; Member of Gardening Club
; volunteer for Old Folks Home Visit
; Attendee of leadership Camp
; volunteer for After-school Tutoring Program",2.55,3.22,Law / Legal Studies,No
2025/05/05 11:57:12 PM GMT+8,,22,Female,Malaysian,"Below RM4,850",9,C+,C,B,C+,None,A-,A,A-,None,B,C,None,5.54,"; Member of Chess Club
; Participant in Mind Mapping Competition
; Member of Board Games Club
; Helper at school Book Fair
; Member of Nature Club",3.32,3.01,Law / Legal Studies,No
2025/05/05 11:58:24 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",9,B,C,C+,A+,C+,None,A-,A,None,C+,D,None,6.07,"; Participant in Local Drawing Contest
; volunteer for Old Folks Home Visit
; Member of Music Appreciation Group
; Participant in Language Week Activities
; volunteer for After-school Tutoring Program",3.02,3.36,Others,No
2025/05/06 12:00:08 AM GMT+8,,20,Male,Malaysian,"Above RM15,040",9,A,C+,A-,B,D,None,C,D,A-,D,None,None,5.55,"; Participant in Simple Science Experiments Project
; Participant in Mind Mapping Competition
; Participant in Motivational Camp
; Participant in Career Talk Program",3.33,3.37,"Business, Management & Finance",No
2025/05/06 12:01:46 AM GMT+8,,21,Female,Malaysian,"RM4,851 - RM7,100",9,A-,B+,A,C+,B+,None,None,B,None,E,A-,B,5.58,"; Member of school Photography Club
; volunteer for Water Station in Marathon
; Participant in Career Talk Program
; school Carnival Booth Helper
; Member of Traditional Games Club",2.58,3,Actuarial Science / Statistics,No
2025/05/07 6:43:54 PM GMT+8,,Others,Female,Malaysian,"Below RM4,850",8,A,B+,B,A,A-,None,None,None,None,None,None,B,8.89,"; bronze medals in the volleyball tournament state level
; ",3.56,3.2,Others,No
2025/05/08 6:49:02 PM GMT+8,,20,Male,Malaysian,"Above RM15,040",9,A,A,A+,A+,A+,None,B+,B+,C,B+,None,None,8.78,"; Gold Medalist in the Biology Explorace 2023
; 4th in the World Ocean Week Choral Speaking Competition 2019
; Vice president of Fire Brigade Club 2021
; President of Stamp Club 2021
; Secretary of Basketball Club 2021",3.88,3.89,Computer Science & Information Technology,No
2025/05/09 2:12:42 PM GMT+8,,23,Male,Malaysian,"Above RM15,040",11,G,C+,D,G,None,E,A-,None,B,None,None,E,7.17,"; Represented School in Drama
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
",2.85,2.87,Economics / Public Policy,No
2025/05/09 2:14:13 PM GMT+8,,23,Male,Malaysian,"Below RM4,850",8,B+,C,A-,C,None,E,A+,C,G,G,None,G,6.59,"; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Represented School in Drama
; Class Monitor
; Assistant Treasurer of Club
",3.31,3.55,"Business, Management & Finance",No
2025/05/09 2:15:14 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",9,B,C,D,A+,None,C+,C,None,None,None,None,None,9.49,"; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
; Represented School in Drama
; Volunteer in Blood Donation Drive
",3.8,2.61,Computer Science & Information Technology,No
2025/05/09 2:16:26 PM GMT+8,,21,Male,Malaysian,"RM7,101 - RM10,970",9,C+,C+,C,B,None,B,None,E,C+,A,None,None,8.65,"; Represented School in Drama
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Class Monitor
",2.69,3.44,Science & Mathematics,No
2025/05/09 2:17:38 PM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",9,B,C+,A-,G,A-,None,None,A+,None,None,None,B+,4.92,"; Represented School in Drama
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Class Monitor
",3.69,3.26,Law / Legal Studies,No
2025/05/09 2:18:59 PM GMT+8,,20,Male,Malaysian,"Above RM15,040",9,C+,A,E,C+,C,None,None,C+,None,None,None,E,9.81,"; Volunteer in Blood Donation Drive
; Class Monitor
; Represented School in Drama
; Assistant Treasurer of Club
; Committee Member of Eco Club
",2.98,2.72,Science & Mathematics,No
2025/05/09 2:21:15 PM GMT+8,,Others,Male,Malaysian,"RM7,101 - RM10,970",10,B+,D,G,G,None,C+,C+,B+,B,G,None,A+,7.34,"; Represented School in Drama
; Committee Member of Eco Club
; Class Monitor
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
",3.33,2.71,Computer Science & Information Technology,No
2025/05/09 6:38:07 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",9,A+,A,B,B+,None,B+,G,E,C,None,None,D,5.99,"; Booth Helper during Sports Day
; Joined Photography Club
; Attended Motivational Camp
; Member of Library Club
; Participated in School Clean-up
",2.68,3.21,Economics / Public Policy,No
2025/05/09 6:39:22 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",8,D,B,G,E,None,A,None,C+,A+,None,A+,None,7.54,"; Represented School in Drama
; Class Monitor
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
",3.2,3.05,Computer Science & Information Technology,No
2025/05/09 6:40:30 PM GMT+8,,20,Male,Malaysian,"Below RM4,850",9,D,A,A,C,None,A,A+,G,None,B+,C,None,8.85,"; Joined Photography Club
; Participated in School Clean-up
; Member of Library Club
; Booth Helper during Sports Day
; Attended Motivational Camp
",3.79,3.98,Law / Legal Studies,No
2025/05/09 6:41:31 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",8,A,B+,B+,B,A-,None,E,A+,G,A+,B,None,7,"; Represented School in Drama
; Volunteer in Blood Donation Drive
; Class Monitor
; Committee Member of Eco Club
; Assistant Treasurer of Club
",2.67,2.68,Others,No
2025/05/09 6:43:30 PM GMT+8,,20,Male,Malaysian,"RM7,101 - RM10,970",10,A,A+,A-,B,None,D,B,None,None,None,A,None,9.39,"; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
; Represented School in Drama
",3.94,3.72,Engineering,No
2025/05/09 6:44:48 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",11,B,G,A+,A-,None,E,B,G,D,None,C,A,9.22,"; Volunteer in Blood Donation Drive
; Class Monitor
; Assistant Treasurer of Club
; Represented School in Drama
; Committee Member of Eco Club
",3.49,2.98,"Business, Management & Finance",No
2025/05/09 7:14:02 PM GMT+8,,23,Male,Malaysian,"Below RM4,850",9,C+,B,C+,A,None,E,None,E,A+,C+,None,D,8.68,"; Represented School in Drama
; Volunteer in Blood Donation Drive
; Class Monitor
; Committee Member of Eco Club
; Assistant Treasurer of Club
",3.16,3.49,Economics / Public Policy,No
2025/05/09 7:15:36 PM GMT+8,,20,Male,Malaysian,"Above RM15,040",10,A-,B,E,A+,None,A,A,A,None,B,None,D,9.89,"; Represented School in Drama
; Class Monitor
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Assistant Treasurer of Club
",2.79,3.32,Economics / Public Policy,No
2025/05/09 7:17:13 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",10,B,C,C+,E,None,A+,B,None,D,None,D,E,8.7,"; Participated in School Clean-up
; Member of Library Club
; Joined Photography Club
; Attended Motivational Camp
; Booth Helper during Sports Day
",3.36,2.7,Science & Mathematics,No
2025/05/09 7:18:51 PM GMT+8,,23,Male,Malaysian,"Below RM4,850",9,D,C,C,A-,None,A+,G,A,None,E,None,A,6.75,"; Represented School in Drama
; Committee Member of Eco Club
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
; Class Monitor
",3.43,2.98,Economics / Public Policy,No
2025/05/09 7:20:33 PM GMT+8,,20,Male,Malaysian,"RM7,101 - RM10,970",10,E,C,C+,D,G,None,B,None,None,A,None,C+,5.05,"; Represented School in Drama
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Class Monitor
; Assistant Treasurer of Club
",3.69,2.8,Economics / Public Policy,No
2025/05/09 7:49:27 PM GMT+8,,21,Male,Malaysian,"RM4,851 - RM7,100",9,G,A-,A-,A-,G,None,None,None,G,D,None,A+,9.44,"; Participated in School Clean-up
; Booth Helper during Sports Day
; Member of Library Club
; Attended Motivational Camp
; Joined Photography Club
",3.16,2.89,Computer Science & Information Technology,No
2025/05/09 7:50:45 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",10,D,B,B+,C,None,A,G,B,None,C,G,None,8.78,"; Attended Motivational Camp
; Participated in School Clean-up
; Joined Photography Club
; Member of Library Club
; Booth Helper during Sports Day
",2.83,2.62,Science & Mathematics,No
2025/05/09 7:52:09 PM GMT+8,,21,Male,Malaysian,"RM4,851 - RM7,100",10,A+,B,D,A+,None,A-,B,C,A-,None,None,E,9.52,"; Represented School in Drama
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Class Monitor
; Committee Member of Eco Club
",3.71,3.1,Computer Science & Information Technology,No
2025/05/09 7:53:20 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",10,C,E,C+,A,None,A+,A,B,C+,B+,G,None,7.59,"; Member of Library Club
; Joined Photography Club
; Booth Helper during Sports Day
; Attended Motivational Camp
; Participated in School Clean-up
",3.86,2.81,Computer Science & Information Technology,No
2025/05/09 7:54:41 PM GMT+8,,21,Male,Malaysian,"RM4,851 - RM7,100",8,A+,B,D,A,B+,None,None,D,E,A-,None,None,9.09,"; Assistant Treasurer of Club
; Class Monitor
; Represented School in Drama
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
",2.83,3.06,Actuarial Science / Statistics,No
2025/05/09 7:56:03 PM GMT+8,,21,Male,Malaysian,"RM7,101 - RM10,970",8,C+,E,C+,A+,None,B,A,None,None,B+,A-,None,4.62,"; National Debate Champion
; President of Robotics Club
; State-level Math Olympiad
; Best Prefect Award
; Lead Organizer of Innovation Fair
",3.68,2.71,Accounting,No
2025/05/09 7:57:31 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",8,E,B+,G,B+,C+,None,None,None,B,None,A-,None,8.89,"; Committee Member of Eco Club
; Assistant Treasurer of Club
; Class Monitor
; Volunteer in Blood Donation Drive
; Represented School in Drama

",3.68,2.7,Computer Science & Information Technology,No
2025/05/09 7:58:52 PM GMT+8,,21,Male,Malaysian,"RM4,851 - RM7,100",9,A-,C,E,A,D,None,C+,A,B+,None,E,A+,4.83,"; Participated in School Clean-up
; Member of Library Club
; Joined Photography Club
; Attended Motivational Camp
; Booth Helper during Sports Day
",3.57,3.05,Actuarial Science / Statistics,No
2025/05/09 8:00:10 PM GMT+8,,23,Male,Malaysian,"RM7,101 - RM10,970",10,A,A-,B,G,None,C,None,D,C,A,None,None,8.73,"; Represented School in Drama
; Class Monitor
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
",3.01,3.07,Engineering,No
2025/05/09 8:01:18 PM GMT+8,,21,Male,Malaysian,"Below RM4,850",9,C+,B,C+,A-,None,A,A,A,None,A-,None,B,7.59,"; Booth Helper during Sports Day
; Attended Motivational Camp
; Joined Photography Club
; Member of Library Club
; Participated in School Clean-up
",3.8,3.53,Economics / Public Policy,No
2025/05/09 8:02:29 PM GMT+8,,22,Male,Malaysian,"RM7,101 - RM10,970",8,E,B+,A-,D,A,None,E,B,C,None,None,None,7.87,"; Assistant Treasurer of Club
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Represented School in Drama
; Class Monitor
",2.77,3.49,"Business, Management & Finance",No
2025/05/09 8:03:34 PM GMT+8,,21,Male,Malaysian,"RM7,101 - RM10,970",9,A-,A-,G,C,A-,None,None,None,E,C,A-,C+,8.77,"; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
; Volunteer in Blood Donation Drive
; Represented School in Drama
",3.63,2.38,Economics / Public Policy,No
2025/05/09 8:04:46 PM GMT+8,,20,Male,Malaysian,"RM10,971 - RM15,040",10,D,G,D,C,None,B+,None,C,G,B,C,None,4.8,"; Represented School in Drama
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Class Monitor
; Assistant Treasurer of Club
",2.93,2.5,Law / Legal Studies,No
2025/05/09 8:06:00 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",8,C,E,B+,E,None,A,A+,D,None,None,None,None,8.4,"; Participated in School Clean-up
; Booth Helper during Sports Day
; Attended Motivational Camp
; Joined Photography Club
; Member of Library Club
",3.95,2.59,Actuarial Science / Statistics,No
2025/05/09 8:07:45 PM GMT+8,,Others,Male,Malaysian,"RM10,971 - RM15,040",10,C+,A,C,A,C,None,E,B,None,A-,A,None,5.57,"; Booth Helper during Sports Day
; Member of Library Club
; Participated in School Clean-up
; Attended Motivational Camp
; Joined Photography Club
",2.65,2.74,Science & Mathematics,No
2025/05/09 9:04:09 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",10,A,A-,D,D,None,G,G,C+,A,B,None,None,6.44,"; Attended Motivational Camp
; Booth Helper during Sports Day
; Joined Photography Club
; Participated in School Clean-up
; Member of Library Club
",2.59,3.71,Others,No
2025/05/09 9:07:47 PM GMT+8,,20,Male,Malaysian,"Below RM4,850",10,E,C,D,G,D,None,None,B+,D,None,None,C+,9.9,"; Committee Member of Eco Club
; Represented School in Drama
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
; Class Monitor
",3.99,3.19,Actuarial Science / Statistics,No
2025/05/09 9:08:54 PM GMT+8,,22,Male,Malaysian,"RM7,101 - RM10,970",9,B,C,C,C+,C+,None,A,C,G,None,G,None,9.54,"; Booth Helper during Sports Day
; Participated in School Clean-up
; Attended Motivational Camp
; Member of Library Club
; Joined Photography Club
",3.34,3.39,Actuarial Science / Statistics,No
2025/05/09 9:10:30 PM GMT+8,,21,Male,Malaysian,"RM4,851 - RM7,100",10,E,A,C,E,None,A+,A-,None,D,A-,B,None,5.06,"; Assistant Treasurer of Club
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Represented School in Drama
; Class Monitor
",3.4,2.56,Accounting,No
2025/05/09 9:11:34 PM GMT+8,,20,Male,Malaysian,"Above RM15,040",10,A-,D,A+,C,None,B+,None,None,None,None,B+,D,9.47,"; Represented School in Drama
; Volunteer in Blood Donation Drive
; Class Monitor
; Assistant Treasurer of Club
; Committee Member of Eco Club
",3.65,3.62,Computer Science & Information Technology,No
2025/05/09 9:12:41 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",11,B+,G,A-,B,D,None,None,A,None,None,A,None,6,"; Assistant Treasurer of Club
; Represented School in Drama
; Class Monitor
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
",3.73,3.8,Law / Legal Studies,No
2025/05/09 9:13:45 PM GMT+8,,Others,Male,Malaysian,"RM10,971 - RM15,040",8,E,C+,B+,C,C+,None,C+,None,None,None,None,B,9.55,"; Participated in School Clean-up
; Joined Photography Club
; Booth Helper during Sports Day
; Member of Library Club
; Attended Motivational Camp
",3.42,3.84,"Business, Management & Finance",No
2025/05/09 9:15:18 PM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",10,E,G,E,C,B,None,A,C,None,None,D,B+,4.59,"; Assistant Treasurer of Club
; Represented School in Drama
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Class Monitor",3.14,3.35,Economics / Public Policy,No
2025/05/09 9:16:32 PM GMT+8,,22,Male,Malaysian,"RM4,851 - RM7,100",10,A,E,C+,A,C,None,None,C,None,A+,A,A,8.74,"; Booth Helper during Sports Day
; Joined Photography Club
; Attended Motivational Camp
; Participated in School Clean-up
; Member of Library Club
",3.72,2.6,Computer Science & Information Technology,No
2025/05/09 9:17:58 PM GMT+8,,23,Male,Malaysian,"RM10,971 - RM15,040",11,D,A-,A-,A,None,A+,A+,None,None,B,None,None,7.49,"; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Assistant Treasurer of Club
; Class Monitor
; Represented School in Drama
",3.04,3.63,Engineering,No
2025/05/09 9:18:59 PM GMT+8,,23,Male,Malaysian,"RM7,101 - RM10,970",9,C+,C,C,D,None,C+,None,D,E,A,None,G,9.97,"; Represented School in Drama
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Committee Member of Eco Club
; Class Monitor
",2.99,2.8,Economics / Public Policy,No
2025/05/09 9:20:11 PM GMT+8,,21,Male,Malaysian,"RM10,971 - RM15,040",8,D,C+,D,A+,None,G,None,A+,C,A-,None,G,8.23,"; Participated in School Clean-up
; Attended Motivational Camp
; Member of Library Club
; Booth Helper during Sports Day
; Joined Photography Club
",3.67,2.92,Computer Science & Information Technology,No
2025/05/09 9:21:30 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",8,A-,D,C+,C+,None,A,E,C+,None,A,A-,C,9.52,"; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Represented School in Drama
; Class Monitor
; Assistant Treasurer of Club
",3.99,2.79,Engineering,No
2025/05/09 9:23:10 PM GMT+8,,23,Male,Malaysian,"RM10,971 - RM15,040",9,A-,A,D,A-,None,A,None,None,None,None,None,None,6.1,"; Booth Helper during Sports Day
; Joined Photography Club
; Member of Library Club
; Attended Motivational Camp
; Participated in School Clean-up

",3.26,2.51,Actuarial Science / Statistics,No
2025/05/09 9:24:26 PM GMT+8,,20,Male,Malaysian,"RM4,851 - RM7,100",9,D,A+,C+,E,None,D,None,G,None,C,None,None,7.39,"; Participated in School Clean-up
; Attended Motivational Camp
; Member of Library Club
; Joined Photography Club
; Booth Helper during Sports Day
",3.17,3.46,Computer Science & Information Technology,No
2025/05/09 9:25:31 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",10,A-,A-,C,E,A,None,B,C+,None,E,None,None,5.88,"; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Represented School in Drama
; Class Monitor
",3.25,2.59,Actuarial Science / Statistics,No
2025/05/09 9:27:33 PM GMT+8,,Others,Male,Malaysian,"RM4,851 - RM7,100",8,G,G,C+,G,A+,None,G,B+,None,A+,E,B,7.16,"; Class Monitor
; Volunteer in Blood Donation Drive
; Represented School in Drama
; Committee Member of Eco Club
; Assistant Treasurer of Club
",2.74,3.01,Economics / Public Policy,No
2025/05/09 9:28:47 PM GMT+8,,22,Male,Malaysian,"RM7,101 - RM10,970",10,C+,C+,C+,C,C+,None,A,D,D,A,C,None,6.8,"; Represented School in Drama
; Volunteer in Blood Donation Drive
; Class Monitor
; Assistant Treasurer of Club
; Committee Member of Eco Club
",3.64,3.15,Computer Science & Information Technology,No
2025/05/09 9:30:00 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",10,D,A+,A,C,None,B+,C+,B,D,A+,None,B,8.5,"; Class Monitor
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
; Represented School in Drama
; Assistant Treasurer of Club
",3.36,2.63,"Business, Management & Finance",No
2025/05/09 9:31:23 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",9,D,E,B,G,A-,None,None,C+,C,None,A+,E,4.75,"; Joined Photography Club
; Booth Helper during Sports Day
; Member of Library Club
; Participated in School Clean-up
; Attended Motivational Camp
",3.41,3.18,Science & Mathematics,No
2025/05/09 9:42:02 PM GMT+8,,21,Male,Malaysian,"Above RM15,040",9,C,G,B,G,None,E,None,G,A+,A,None,None,8.88,"; Committee Member of Eco Club
; Class Monitor
; Represented School in Drama
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
",3.38,2.59,"Business, Management & Finance",No
2025/05/09 9:43:09 PM GMT+8,,22,Male,Malaysian,"Above RM15,040",10,C,A-,B+,A+,B+,None,C+,C,None,G,None,None,8.55,"; Committee Member of Eco Club
; Represented School in Drama
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Class Monitor
",4,3.11,Engineering,No
2025/05/09 9:44:30 PM GMT+8,,21,Male,Malaysian,"RM4,851 - RM7,100",9,E,C+,E,C+,None,G,B+,B,B,None,None,None,7.19,"; Participated in School Clean-up
; Booth Helper during Sports Day
; Member of Library Club
; Joined Photography Club
; Attended Motivational Camp
",2.68,3.45,"Business, Management & Finance",No
2025/05/09 9:45:48 PM GMT+8,,21,Male,Malaysian,"RM10,971 - RM15,040",10,A-,B,A+,B,C+,None,None,None,None,E,E,None,5.26,"; Assistant Treasurer of Club
; Represented School in Drama
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Class Monitor
",3.46,2.39,Computer Science & Information Technology,No
2025/05/09 9:47:06 PM GMT+8,,21,Male,Malaysian,"RM10,971 - RM15,040",8,A-,A+,E,A-,None,D,B+,None,B,None,None,G,5.78,"; Attended Motivational Camp
; Joined Photography Club
; Participated in School Clean-up
; Member of Library Club
; Booth Helper during Sports Day
",4,2.97,Science & Mathematics,No
2025/05/09 9:48:20 PM GMT+8,,22,Male,Malaysian,"RM7,101 - RM10,970",10,A+,B,G,G,C+,None,E,A-,None,B+,None,D,8.07,"; Represented School in Drama
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Class Monitor
",3.35,3.59,Computer Science & Information Technology,No
2025/05/09 9:49:32 PM GMT+8,,20,Male,Malaysian,"RM10,971 - RM15,040",10,E,C+,A,C,A-,None,None,B+,C,B,None,G,4.56,"; Volunteer in Blood Donation Drive
; Represented School in Drama
; Committee Member of Eco Club
; Assistant Treasurer of Club
; Class Monitor
",2.96,2.99,Computer Science & Information Technology,No
2025/05/09 9:50:49 PM GMT+8,,22,Male,Malaysian,"RM7,101 - RM10,970",10,B,C+,G,B+,A-,None,D,None,None,E,None,None,8.91,"; Joined Photography Club
; Member of Library Club
; Booth Helper during Sports Day
; Attended Motivational Camp
; Participated in School Clean-up
",3.29,2.92,Actuarial Science / Statistics,No
2025/05/09 9:51:57 PM GMT+8,,23,Male,Malaysian,"Below RM4,850",8,E,E,B+,G,A-,None,E,B+,None,E,A+,E,6.78,"; Assistant Treasurer of Club
; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Represented School in Drama
; Class Monitor
",3.58,2.97,"Business, Management & Finance",No
2025/05/09 9:53:05 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",10,A+,C,C+,A,A,None,None,B,A-,None,None,None,6.81,"; Class Monitor
; Assistant Treasurer of Club
; Represented School in Drama
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
",3.52,3.43,Actuarial Science / Statistics,No
2025/05/09 9:54:12 PM GMT+8,,22,Male,Malaysian,"RM7,101 - RM10,970",8,E,C,E,A-,A+,None,None,None,E,C,G,C+,5.35,"; Joined Photography Club
; Attended Motivational Camp
; Participated in School Clean-up
; Member of Library Club
; Booth Helper during Sports Day
",2.86,2.41,Accounting,No
2025/05/09 10:00:47 PM GMT+8,,20,Male,Malaysian,"Above RM15,040",10,A+,B+,A+,C,None,B+,A+,B,G,G,None,None,5.8,"; Represented School in Drama
; Assistant Treasurer of Club
; Class Monitor
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club
",2.59,3.91,Computer Science & Information Technology,No
2025/05/09 10:02:18 PM GMT+8,,23,Male,Malaysian,"RM4,851 - RM7,100",10,C,E,D,A+,None,C,None,C,B,E,B+,A-,8.93,"; Committee Member of Eco Club
; Class Monitor
; Represented School in Drama
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
",2.86,2.65,Law / Legal Studies,No
2025/05/09 10:03:16 PM GMT+8,,22,Male,Malaysian,"RM10,971 - RM15,040",10,A,E,B+,A+,None,C,G,A,G,None,None,C+,6.17,"; Committee Member of Eco Club
; Class Monitor
; Represented School in Drama
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
",3.87,3.48,Economics / Public Policy,No
